Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
CHINA|PUERTO QUETZAL|15/07/2019| 8711209000|2020|SUZUKI|FD110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|307338.75|36880.65|
CHINA|PUERTO QUETZAL|15/07/2019| 8711209000|2020|SUZUKI|FD110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|307338.75|36880.65|
CHINA|PUERTO QUETZAL|15/07/2019| 8711209000|2020|SUZUKI|FD110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|307338.75|36880.65|
CHINA|PUERTO QUETZAL|15/07/2019| 8711209000|2020|SUZUKI|FD110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|307338.75|36880.65|
CHINA|PUERTO QUETZAL|15/07/2019| 8711209000|2020|SUZUKI|FD110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|307338.75|36880.65|
CANADA|EL CARMEN|15/07/2019| 8703236900|1993|GEO|TRACKER CONVERTIBLE 4X2|1600|LIVIANO|JEEP|OCASIONAL|GASOLINA|4|2|0|20225.4|2427.05|
JAPON|EL CARMEN|15/07/2019| 8704219900|1999|ISUZU|NPR|4800|PESADO|CAMION|OCASIONAL|DIESEL|3|2|3.5|44266.54|5311.98|
JAPON|G8, CENTRALSA|16/07/2019| 8703237900|2006|HONDA|CR-V EX 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|18894.04|2267.28|
ESTADOS UNIDOS|EL CARMEN|15/07/2019| 8704315100|1993|TOYOTA|DLX 4X4|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|29850.39|3582.05|
CANADA|EL CARMEN|15/07/2019| 8703236900|2017|TOYOTA|COROLLA SE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|63783.53|7654.02|
CANADA|EL CARMEN|15/07/2019| 8703237900|2012|TOYOTA|RAV4 4X2|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|36306.37|4356.76|
ESTADOS UNIDOS|EL CARMEN|15/07/2019| 8704315100|2000|TOYOTA|TACOMA SR5 XTRA CAB 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|37165.36|4459.84|
JAPON|SANTO TOMAS DE CASTILLA|15/07/2019| 8703237900|2016|MAZDA|CX-5|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|42823.8|5138.86|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|ITALIKA|125Z|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|391176.3|46941.16|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|1196519.05|143582.29|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150D|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|463607.15|55632.86|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150D|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|463607.15|55632.86|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150D|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|463607.15|55632.86|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150D|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|463607.15|55632.86|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150D|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|463607.15|55632.86|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150D|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|463607.15|55632.86|
INDIA|PUERTO QUETZAL|06/08/2019| 8711209000|2020|YAMAHA|FZN150D|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|463607.15|55632.86|
ESTADOS UNIDOS|TECUN UMAN|26/07/2019| 8704315100|1994|NISSAN|XE KING CAB 2WD|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|22085.28|2650.23|
JAPON|EL CARMEN|27/07/2019| 8704315100|1994|TOYOTA|DX Xtracab 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|29848.33|3581.8|
ESTADOS UNIDOS|EL CARMEN|27/07/2019| 8703236900|2014|TOYOTA|COROLLA LE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|37422.28|4490.67|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|426091.52|51130.98|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|9262.78|1111.53|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|FXR200L|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|9262.78|1111.53|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2019|FREEDOM|FX150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|4487.14|538.46|
CHINA|PUERTO QUETZAL|25/07/2019| 8711209000|2020|FREEDOM|TANK250HR|250|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|7531.95|903.83|
JAPON|G8, CENTRALSA|29/07/2019| 8703236900|2010|MITSUBISHI|LANCER ES|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18030.1|2163.61|
JAPON|EL CARMEN|25/07/2019| 8704315100|1986|TOYOTA|DLX 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|29843.15|3581.18|
JAPON|PUERTO BARRIOS|25/07/2019| 8703226900|2013|TOYOTA|YARIS LE|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|23484.03|2818.08|
JAPON|PUERTO BARRIOS|25/07/2019| 8703236900|2014|MAZDA|MAZDA3 I TOURING|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|23484.03|2818.08|
COREA DEL SUR|PUERTO BARRIOS|25/07/2019| 8703236900|2015|HYUNDAI|ACCENT GLS|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18966.39|2275.97|
JAPON|G8, CENTRALSA|26/07/2019| 8703226900|2011|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|20443.82|2453.26|
MEXICO|SANTO TOMAS DE CASTILLA|25/07/2019| 8703236900|2017|NISSAN|VERSA|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19020.95|2282.51|
JAPON|G1, INTEGRADA|26/07/2019| 8703249000|2008|TOYOTA|RAV4 LIMITED 2WD|3500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|18528.17|2223.38|
COREA DEL SUR|PUERTO QUETZAL|05/08/2019| 8703337000|2006|HYUNDAI|TERRACAN JX290|2900|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|14792.87|1775.14|
JAPON|EL CARMEN|05/08/2019| 8703237900|2010|HONDA|CR-V LX 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|20334.45|2440.13|
MEXICO|TECUN UMAN|05/08/2019| 8703236900|2014|NISSAN|VERSA NOTE|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|16709.05|2005.09|
