núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
3642,2015,11,14,6,11,2,1,7,706,2,99,1,28,1,4,4,6,9,3,32,5,2005,4,1
3643,2015,11,14,6,23,4,3,4,415,2,99,1,45,1,8,8,10,1,3,44,1,9999,6,1
3644,2015,11,14,6,18,4,3,3,312,2,99,1,46,1,8,8,10,1,2,21,4,2008,4,1
3645,2015,11,14,6,19,4,3,3,301,2,99,1,48,1,8,8,10,1,12,22,1,1995,3,2
3646,2015,11,15,7,17,3,2,1,101,1,6,1,30,1,5,5,7,1,1,20,4,2004,4,1
3647,2015,11,15,7,11,2,1,1,101,1,7,1,18,1,2,2,4,9,4,99,99,9999,6,1
3648,2015,11,15,7,18,4,3,1,108,1,4,1,31,1,5,5,7,9,1,99,99,9999,6,1
3649,2015,11,15,7,2,1,1,22,2201,2,99,1,23,1,3,3,5,1,3,44,5,9999,6,1
3650,2015,11,15,7,16,3,2,5,502,2,99,9,999,9,16,12,18,9,6,15,2,9999,6,1
3651,2015,11,15,7,8,2,1,5,501,2,99,1,19,1,2,2,4,9,4,99,2,9999,6,1
3652,2015,11,15,7,20,4,3,5,511,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
3653,2015,11,15,7,5,1,1,5,501,2,99,1,25,1,4,4,6,9,4,42,99,9999,6,1
3654,2015,11,15,7,22,4,3,11,1101,2,99,1,40,1,7,7,9,1,12,13,6,1983,2,1
3655,2015,11,15,7,9,2,1,9,901,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
3656,2015,11,15,7,19,4,3,12,1201,1,4,9,999,9,16,12,18,9,1,44,99,1993,3,1
3657,2015,11,15,7,8,2,1,12,1216,2,99,1,22,1,3,3,5,9,4,99,99,9999,6,1
3658,2015,11,15,7,19,4,3,13,1306,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
3659,2015,11,15,7,16,3,2,13,1327,2,99,1,999,9,16,12,18,9,3,44,2,9999,6,3
3660,2015,11,15,7,14,3,2,2,203,2,99,1,58,1,10,10,12,1,4,4,1,2014,5,1
3661,2015,11,15,7,11,2,1,14,1409,2,99,1,29,1,4,4,6,1,3,32,4,1992,3,3
3662,2015,11,15,7,6,2,1,4,406,2,99,1,24,1,3,3,5,1,2,42,6,1998,3,4
3663,2015,11,15,7,15,3,2,3,313,2,99,1,20,1,3,3,5,2,1,37,4,9999,6,1
3664,2015,11,15,7,8,2,1,3,309,2,99,1,25,1,4,4,6,9,3,44,1,9999,6,4
3665,2015,11,16,1,4,1,1,1,101,1,13,9,999,9,16,12,18,9,9,34,2,9999,6,2
3666,2015,11,16,1,8,2,1,1,101,2,15,1,27,1,4,4,6,9,4,37,3,9999,6,3
3667,2015,11,16,1,8,2,1,1,101,2,12,1,49,1,8,8,10,1,4,24,5,2011,5,1
3668,2015,11,16,1,17,3,2,20,2007,1,99,1,46,1,8,8,10,9,4,2,1,2016,5,1
3669,2015,11,16,1,18,4,3,19,1903,1,12,1,999,9,16,12,18,9,3,44,2,9999,6,1
3670,2015,11,16,1,10,2,1,19,1908,1,99,1,999,9,16,12,18,9,2,21,4,2009,4,1
3671,2015,11,16,1,21,4,3,19,1909,1,99,9,999,9,16,12,18,9,3,44,99,9999,6,1
3672,2015,11,16,1,10,2,1,6,605,1,99,1,41,1,7,7,9,9,5,33,4,9999,6,3
3673,2015,11,16,1,17,3,2,11,1103,2,99,1,46,1,8,8,10,1,2,54,3,2008,4,1
3674,2015,11,16,1,22,4,3,17,1712,2,99,1,999,9,16,12,18,9,12,99,99,9999,6,1
3675,2015,11,16,1,17,3,2,14,1401,2,99,1,25,1,4,4,6,1,3,44,5,9999,6,1
3676,2015,11,16,1,7,2,1,3,302,2,99,1,999,9,16,12,18,9,4,99,99,9999,6,3
3677,2015,11,17,2,18,4,3,1,101,1,1,1,32,1,5,5,7,9,4,14,5,2015,5,1
3678,2015,11,17,2,0,1,1,1,101,1,11,1,27,1,4,4,6,2,4,2,3,9999,6,2
3679,2015,11,17,2,9,2,1,19,1901,2,99,1,21,1,3,3,5,1,4,21,5,9999,6,1
3680,2015,11,17,2,19,4,3,5,501,2,99,9,999,9,16,12,18,9,1,20,1,1987,2,1
3681,2015,11,17,2,10,2,1,6,601,2,99,1,41,1,7,7,9,1,5,33,4,2009,4,2
3682,2015,11,17,2,5,1,1,6,601,2,99,1,38,1,6,6,8,9,4,99,99,9999,6,1
3683,2015,11,17,2,16,3,2,16,1604,2,99,9,999,9,16,12,18,9,99,99,1,9999,6,1
3684,2015,11,17,2,20,4,3,15,1502,2,99,9,999,9,16,12,18,9,4,21,99,9999,6,1
3685,2015,11,17,2,1,1,1,17,1712,2,99,1,50,1,9,9,11,9,4,99,99,9999,6,1
3686,2015,11,17,2,11,2,1,3,312,2,99,1,21,1,3,3,5,1,4,2,1,9999,6,1
3687,2015,11,17,2,20,4,3,3,301,2,99,1,41,1,7,7,9,2,14,2,4,9999,6,1
3688,2015,11,18,3,4,1,1,1,101,1,12,1,35,1,6,6,8,9,1,32,5,1991,3,2
3689,2015,11,18,3,2,1,1,1,108,1,6,1,21,1,3,3,5,1,4,2,5,9999,6,1
3690,2015,11,18,3,15,3,2,5,501,1,1,1,32,1,5,5,7,9,4,61,5,2013,5,1
3691,2015,11,18,3,20,4,3,5,501,2,99,1,66,1,12,11,14,2,3,99,99,9999,6,1
3692,2015,11,18,3,18,4,3,5,506,2,99,9,999,9,16,12,18,9,12,99,99,9999,6,1
3693,2015,11,18,3,15,3,2,6,611,2,99,1,50,1,9,9,11,9,5,22,99,9999,6,1
3694,2015,11,18,3,20,4,3,18,1801,2,99,9,999,9,16,12,18,9,6,15,8,9999,6,1
3695,2015,11,18,3,19,4,3,18,1801,2,99,1,46,1,8,8,10,9,6,13,14,2000,4,1
3696,2015,11,18,3,6,2,1,14,1421,2,99,1,999,9,16,12,18,9,5,33,2,9999,6,1
3697,2015,11,19,4,15,3,2,1,103,2,99,1,68,1,12,11,14,9,3,44,6,9999,6,3
3698,2015,11,19,4,10,2,1,1,103,2,99,1,47,1,8,8,10,9,1,44,4,9999,6,2
3699,2015,11,19,4,1,1,1,20,2010,2,99,1,28,1,4,4,6,1,6,29,14,1999,3,3
3700,2015,11,19,4,16,3,2,20,2001,1,2,1,25,1,4,4,6,1,4,99,99,9999,6,1
3701,2015,11,19,4,3,1,1,5,504,2,99,1,38,1,6,6,8,1,1,34,11,9999,6,2
3702,2015,11,19,4,7,2,1,9,901,1,3,1,40,1,7,7,9,9,4,41,3,9999,6,1
3703,2015,11,19,4,12,3,2,9,920,2,99,1,23,1,3,3,5,1,4,21,3,9999,6,3
3704,2015,11,19,4,16,3,2,12,1213,2,99,1,26,1,4,4,6,2,3,44,2,1987,2,2
3705,2015,11,19,4,8,2,1,8,804,2,99,1,20,1,3,3,5,1,99,99,2,9999,6,2
3706,2015,11,19,4,18,4,3,8,802,2,99,1,999,9,16,12,18,1,1,99,4,9999,6,1
3707,2015,11,19,4,10,2,1,15,1503,2,99,2,52,1,9,9,11,1,3,44,99,9999,6,1
3708,2015,11,19,4,11,2,1,18,1803,2,99,1,31,1,5,5,7,1,6,15,1,2005,4,1
3709,2015,11,20,5,21,4,3,1,101,1,17,1,34,1,5,5,7,2,4,24,5,9999,6,4
3710,2015,11,20,5,6,2,1,1,102,2,99,1,22,1,3,3,5,9,4,2,5,9999,6,2
3711,2015,11,20,5,19,4,3,1,101,1,12,9,999,9,16,12,18,9,99,99,99,9999,6,1
3712,2015,11,20,5,14,3,2,5,513,2,99,1,41,1,7,7,9,1,4,2,5,2007,4,1
3713,2015,11,20,5,18,4,3,6,608,2,99,9,999,9,16,12,18,9,2,21,6,1999,3,1
3714,2015,11,20,5,19,4,3,8,805,2,99,1,40,1,7,7,9,9,2,44,5,9999,6,2
3715,2015,11,20,5,18,4,3,16,1601,2,99,1,32,1,5,5,7,9,4,99,99,9999,6,4
3716,2015,11,20,5,23,4,3,2,203,2,99,1,47,1,8,8,10,9,1,20,2,2005,4,1
3717,2015,11,20,5,17,3,2,18,1801,2,99,1,28,1,4,4,6,9,1,37,11,1998,3,1
3718,2015,11,20,5,9,2,1,18,1801,2,99,1,43,1,7,7,9,9,4,99,99,9999,6,4
3719,2015,11,20,5,21,4,3,18,1801,2,99,1,27,1,4,4,6,9,4,99,99,9999,6,4
3720,2015,11,20,5,21,4,3,17,1711,2,99,1,23,1,3,3,5,9,4,99,99,9999,6,2
3721,2015,11,20,5,5,1,1,4,411,2,99,1,61,1,11,11,13,9,3,44,6,2007,4,4
3722,2015,11,20,5,20,4,3,4,410,2,99,2,26,1,4,4,6,1,1,46,3,2002,4,1
3723,2015,11,21,6,12,3,2,1,101,1,13,1,23,1,3,3,5,1,99,99,99,9999,6,2
3724,2015,11,21,6,9,2,1,1,101,1,7,1,23,1,3,3,5,2,1,38,4,9999,6,2
3725,2015,11,21,6,0,1,1,1,101,1,12,1,999,9,16,12,18,9,4,99,99,9999,6,2
3726,2015,11,21,6,21,4,3,1,108,1,4,1,36,1,6,6,8,9,4,42,4,9999,6,2
3727,2015,11,21,6,5,1,1,5,509,2,99,1,20,1,3,3,5,9,4,21,4,9999,6,2
3728,2015,11,21,6,2,1,1,10,1001,1,2,1,18,1,2,2,4,2,9,34,4,9999,6,2
3729,2015,11,21,6,17,3,2,11,1104,2,99,1,24,1,3,3,5,1,5,5,2,1996,3,1
3730,2015,11,21,6,21,4,3,12,1201,1,4,1,35,1,6,6,8,1,1,44,2,2009,4,1
3731,2015,11,21,6,23,4,3,13,1301,2,99,1,16,2,2,2,4,9,4,21,99,9999,6,1
3732,2015,11,21,6,18,4,3,15,1501,2,99,1,24,1,3,3,5,2,4,42,3,9999,6,1
3733,2015,11,21,6,13,3,2,18,1803,2,99,1,27,1,4,4,6,2,4,99,99,9999,6,3
3734,2015,11,21,6,13,3,2,17,1707,2,99,1,999,9,16,12,18,1,3,44,3,9999,6,3
3735,2015,11,21,6,14,3,2,7,704,2,99,1,27,1,4,4,6,1,9,44,2,9999,6,4
3736,2015,11,21,6,14,3,2,4,415,2,99,1,24,1,3,3,5,1,1,34,4,9999,6,1
3737,2015,11,22,7,3,1,1,1,101,1,1,1,38,1,6,6,8,9,1,44,1,2000,4,1
3738,2015,11,22,7,17,3,2,1,101,1,11,1,48,1,8,8,10,1,3,13,4,2010,5,1
3739,2015,11,22,7,23,4,3,1,115,1,12,1,28,1,4,4,6,1,11,42,2,9999,6,1
3740,2015,11,22,7,2,1,1,1,115,1,4,1,28,1,4,4,6,1,6,22,9,9999,6,1
3741,2015,11,22,7,11,2,1,1,108,2,7,1,42,1,7,7,9,9,1,26,11,9999,6,1
3742,2015,11,22,7,23,4,3,5,510,2,99,1,26,1,4,4,6,9,3,44,5,9999,6,1
3743,2015,11,22,7,2,1,1,5,501,2,99,1,22,1,3,3,5,9,4,40,99,9999,6,1
3744,2015,11,22,7,0,1,1,6,601,2,99,1,22,1,3,3,5,9,4,21,1,9999,6,1
3745,2015,11,22,7,17,3,2,10,1001,2,99,9,999,9,16,12,18,9,3,37,5,9999,6,1
3746,2015,11,22,7,16,3,2,12,1201,2,99,9,999,9,16,12,18,9,1,13,3,1996,3,2
3747,2015,11,22,7,14,3,2,13,1306,2,99,9,999,9,16,12,18,9,99,99,9,9999,6,1
3748,2015,11,22,7,16,3,2,16,1613,2,99,1,27,1,4,4,6,9,4,21,1,9999,6,1
3749,2015,11,22,7,23,4,3,15,1504,2,99,1,27,1,4,4,6,9,4,21,1,9999,6,2
3750,2015,11,22,7,5,1,1,18,1801,2,99,1,40,1,7,7,9,9,4,2,1,9999,6,2
3751,2015,11,22,7,16,3,2,17,1701,2,99,1,20,1,3,3,5,9,4,99,99,9999,6,1
3752,2015,11,22,7,11,2,1,3,308,2,99,1,28,1,4,4,6,9,4,42,4,2015,5,1
3753,2015,11,22,7,16,3,2,3,304,2,99,1,43,1,7,7,9,1,1,20,3,1995,3,1
3754,2015,11,23,1,12,3,2,1,101,1,12,1,54,1,9,9,11,1,3,44,9,1990,3,1
3755,2015,11,23,1,1,1,1,14,1406,1,99,1,25,1,4,4,6,2,4,42,1,9999,6,3
3756,2015,11,23,1,12,3,2,1,102,1,5,9,999,9,16,12,18,9,4,99,5,9999,6,1
3757,2015,11,23,1,22,4,3,1,108,1,2,1,44,1,7,7,9,1,5,19,2,2001,4,1
3758,2015,11,23,1,15,3,2,13,1319,2,99,1,47,1,8,8,10,9,8,42,14,2014,5,1
3759,2015,11,24,2,19,4,3,1,101,1,6,2,28,1,4,4,6,1,4,14,2,2014,5,1
3760,2015,11,24,2,23,4,3,1,101,1,7,9,999,9,16,12,18,9,4,99,99,9999,6,3
3761,2015,11,24,2,16,3,2,1,115,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,1
3762,2015,11,24,2,23,4,3,1,108,1,6,9,999,9,16,12,18,9,1,99,99,9999,6,1
3763,2015,11,24,2,9,2,1,19,1905,2,99,1,24,1,3,3,5,9,4,99,99,9999,6,3
3764,2015,11,24,2,7,2,1,5,501,2,99,1,38,1,6,6,8,1,3,44,9,9999,6,2
3765,2015,11,24,2,18,4,3,5,512,2,99,1,35,1,6,6,8,9,4,41,1,2015,5,1
3766,2015,11,24,2,15,3,2,5,511,2,99,1,20,1,3,3,5,1,2,99,3,9999,6,3
3767,2015,11,24,2,12,3,2,8,801,2,99,1,23,1,3,3,5,9,4,24,5,9999,6,1
3768,2015,11,24,2,21,4,3,16,1601,2,99,1,999,9,16,12,18,9,3,44,2,9999,6,1
3769,2015,11,24,2,10,2,1,4,415,2,99,9,999,9,16,12,18,9,5,23,2,1993,3,1
3770,2015,11,25,3,2,1,1,1,101,1,1,1,31,1,5,5,7,9,4,99,99,9999,6,2
3771,2015,11,25,3,18,4,3,1,101,1,18,1,16,2,2,2,4,9,4,2,5,9999,6,3
3772,2015,11,25,3,1,1,1,1,101,1,12,2,28,1,4,4,6,9,1,46,4,2011,5,1
3773,2015,11,25,3,9,2,1,1,108,1,2,1,27,1,4,4,6,9,1,20,4,2016,5,1
3774,2015,11,25,3,2,1,1,1,108,1,6,1,20,1,3,3,5,9,4,99,99,9999,6,3
3775,2015,11,25,3,5,1,1,22,2212,2,99,1,36,1,6,6,8,1,1,21,99,9999,6,3
3776,2015,11,25,3,21,4,3,10,1001,2,99,1,21,1,3,3,5,1,4,42,5,9999,6,1
3777,2015,11,25,3,19,4,3,9,901,1,11,1,34,1,5,5,7,9,9,99,99,9999,6,1
3778,2015,11,25,3,14,3,2,12,1213,2,99,1,42,1,7,7,9,1,12,22,6,1995,3,3
3779,2015,11,25,3,19,4,3,15,1502,2,99,1,23,1,3,3,5,1,4,37,3,9999,6,2
3780,2015,11,25,3,0,1,1,7,701,2,99,1,46,1,8,8,10,9,1,44,9,1997,3,1
3781,2015,11,25,3,16,3,2,3,304,2,99,1,26,1,4,4,6,9,1,37,4,9999,6,1
3782,2015,11,26,4,20,4,3,1,101,1,13,2,39,1,6,6,8,9,4,99,99,9999,6,3
3783,2015,11,26,4,18,4,3,1,101,1,11,1,45,1,8,8,10,9,4,42,5,9999,6,1
3784,2015,11,26,4,7,2,1,1,114,2,99,1,19,1,2,2,4,9,4,99,99,9999,6,1
3785,2015,11,26,4,6,2,1,22,2201,2,99,1,39,1,6,6,8,2,1,32,11,2002,4,2
3786,2015,11,26,4,17,3,2,5,501,2,99,2,26,1,4,4,6,1,4,21,5,2008,4,1
3787,2015,11,26,4,4,1,1,5,501,1,3,1,34,1,5,5,7,1,6,15,2,2000,4,1
3788,2015,11,26,4,10,2,1,5,511,1,3,9,999,9,16,12,18,9,11,33,2,1995,3,2
3789,2015,11,26,4,18,4,3,5,506,2,99,1,26,1,4,4,6,9,4,99,99,9999,6,3
3790,2015,11,26,4,19,4,3,9,901,1,8,1,57,1,10,10,12,9,2,30,9,2010,5,1
3791,2015,11,26,4,17,3,2,13,1301,1,5,2,24,1,3,3,5,1,4,24,5,9999,6,1
3792,2015,11,26,4,19,4,3,2,203,2,99,1,46,1,8,8,10,9,5,30,2,9999,6,1
3793,2015,11,26,4,22,4,3,7,710,2,99,1,38,1,6,6,8,1,1,99,4,9999,6,1
3794,2015,11,27,5,18,4,3,1,101,1,18,1,39,1,6,6,8,9,9,44,2,9999,6,2
3795,2015,11,27,5,1,1,1,1,101,1,18,1,24,1,3,3,5,9,4,2,5,9999,6,2
3796,2015,11,27,5,10,2,1,1,101,1,18,9,999,9,16,12,18,9,99,99,99,9999,6,1
3797,2015,11,27,5,18,4,3,1,101,1,10,1,56,1,10,10,12,1,4,2,5,2013,5,1
3798,2015,11,27,5,11,2,1,22,2204,2,99,1,999,9,16,12,18,9,2,44,4,9999,6,1
3799,2015,11,27,5,0,1,1,19,1901,1,99,1,18,1,2,2,4,2,4,24,5,9999,6,2
3800,2015,11,27,5,23,4,3,6,601,2,99,1,49,1,8,8,10,9,3,44,2,1987,2,1
3801,2015,11,27,5,21,4,3,6,602,2,99,1,999,9,16,12,18,9,3,44,5,9999,6,1
3802,2015,11,27,5,16,3,2,8,802,2,99,1,53,1,9,9,11,1,3,44,5,9999,6,1
3803,2015,11,27,5,9,2,1,15,1503,2,99,1,20,1,3,3,5,9,4,99,1,2009,4,1
3804,2015,11,27,5,8,2,1,18,1801,2,99,9,999,9,16,12,18,9,6,99,4,9999,6,1
3805,2015,11,27,5,17,3,2,4,409,2,99,1,24,1,3,3,5,9,4,99,1,9999,6,1
3806,2015,11,27,5,19,4,3,4,403,1,99,1,35,1,6,6,8,1,9,44,2,2006,4,1
3807,2015,11,27,5,22,4,3,3,301,1,99,1,22,1,3,3,5,1,4,41,2,2015,5,1
3808,2015,11,28,6,19,4,3,1,101,1,4,1,31,1,5,5,7,1,7,5,6,9999,6,1
3809,2015,11,28,6,22,4,3,1,106,1,99,1,999,9,16,12,18,1,3,99,99,9999,6,1
3810,2015,11,28,6,21,4,3,1,101,1,18,1,20,1,3,3,5,2,1,32,4,2007,4,2
3811,2015,11,28,6,22,4,3,1,101,1,5,9,999,9,16,12,18,9,1,32,5,9999,6,3
3812,2015,11,28,6,2,1,1,1,115,1,12,1,26,1,4,4,6,2,3,13,2,2004,4,2
3813,2015,11,28,6,18,4,3,1,101,1,11,1,26,1,4,4,6,9,4,2,3,9999,6,1
3814,2015,11,28,6,21,4,3,1,117,2,99,1,30,1,5,5,7,9,4,99,99,9999,6,3
3815,2015,11,28,6,6,2,1,1,108,1,1,9,999,9,16,12,18,9,3,32,4,9999,6,1
3816,2015,11,28,6,21,4,3,22,2217,2,99,1,31,1,5,5,7,9,2,44,5,1998,3,3
3817,2015,11,28,6,20,4,3,5,507,2,99,1,32,1,5,5,7,2,4,59,5,9999,6,2
3818,2015,11,28,6,15,3,2,5,506,2,99,1,70,1,13,11,15,9,4,99,99,9999,6,1
3819,2015,11,28,6,13,3,2,9,901,1,1,1,27,1,4,4,6,9,4,42,3,2006,4,1
3820,2015,11,28,6,14,3,2,16,1604,2,99,1,53,1,9,9,11,1,9,44,2,2016,5,1
3821,2015,11,28,6,22,4,3,15,1503,2,99,1,999,9,16,12,18,2,1,21,5,1993,3,1
3822,2015,11,28,6,1,1,1,7,710,2,99,1,22,1,3,3,5,2,4,99,99,9999,6,3
3823,2015,11,28,6,8,2,1,4,414,2,99,1,999,9,16,12,18,1,3,44,4,1990,3,1
3824,2015,11,28,6,14,3,2,4,401,1,3,1,17,2,2,2,4,9,4,99,99,9999,6,3
3825,2015,11,29,7,3,1,1,1,101,1,3,1,55,1,10,10,12,1,2,20,99,9999,6,1
3826,2015,11,29,7,18,4,3,1,101,1,14,1,24,1,3,3,5,1,4,2,5,2013,5,1
3827,2015,11,29,7,23,4,3,1,101,1,16,2,55,1,10,10,12,9,1,32,4,9999,6,1
3828,2015,11,29,7,23,4,3,1,101,1,16,1,71,1,13,11,15,9,1,44,4,9999,6,1
3829,2015,11,29,7,2,1,1,1,101,1,12,1,25,1,4,4,6,2,1,4,2,9999,6,1
3830,2015,11,29,7,0,1,1,1,110,2,99,2,20,1,3,3,5,9,4,99,99,9999,6,3
3831,2015,11,29,7,14,3,2,19,1901,2,99,1,22,1,3,3,5,9,4,42,3,9999,6,1
3832,2015,11,29,7,21,4,3,5,505,2,99,1,22,1,3,3,5,1,2,42,5,9999,6,1
3833,2015,11,29,7,10,2,1,5,513,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,1
3834,2015,11,29,7,16,3,2,6,606,2,99,1,25,1,4,4,6,1,12,99,6,9999,6,1
3835,2015,11,29,7,5,1,1,9,909,2,99,9,999,9,16,12,18,9,5,33,2,1987,2,1
3836,2015,11,29,7,8,2,1,2,201,2,99,1,45,1,8,8,10,9,3,44,2,9999,6,3
3837,2015,11,29,7,21,4,3,2,203,2,99,1,17,2,2,2,4,1,4,42,1,2012,5,1
3838,2015,11,29,7,19,4,3,17,1710,2,99,1,16,2,2,2,4,1,4,99,99,9999,6,1
3839,2015,11,29,7,20,4,3,4,401,2,99,1,36,1,6,6,8,9,4,21,99,2007,4,1
3840,2015,11,29,7,19,4,3,3,312,2,99,1,34,1,5,5,7,2,1,21,6,1994,3,3
3841,2015,11,30,1,3,1,1,1,101,1,7,1,35,1,6,6,8,9,5,99,2,9999,6,2
3842,2015,11,30,1,20,4,3,11,1101,1,1,1,28,1,4,4,6,9,1,99,5,2013,5,1
3843,2015,11,30,1,15,3,2,11,1101,1,1,1,42,1,7,7,9,9,1,99,2,2009,4,1
3844,2015,11,30,1,15,3,2,19,1901,1,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
3845,2015,12,1,2,19,4,3,1,101,1,9,1,24,1,3,3,5,1,1,32,3,2003,4,1
3846,2015,12,1,2,17,3,2,1,101,1,8,1,33,1,5,5,7,9,4,99,99,9999,6,1
3847,2015,12,1,2,5,1,1,1,101,1,17,1,35,1,6,6,8,1,4,99,99,9999,6,1
3848,2015,12,1,2,17,3,2,1,101,1,7,1,18,1,2,2,4,1,4,2,3,9999,6,1
3849,2015,12,1,2,17,3,2,1,116,2,99,1,17,2,2,2,4,9,1,5,4,9999,6,1
3850,2015,12,1,2,18,4,3,22,2206,2,99,9,999,9,16,12,18,9,3,44,2,1989,2,3
3851,2015,12,1,2,19,4,3,19,1901,2,99,1,23,1,3,3,5,1,4,99,99,9999,6,1
3852,2015,12,1,2,18,4,3,5,501,2,99,1,27,1,4,4,6,1,4,40,3,9999,6,1
3853,2015,12,1,2,19,4,3,6,609,2,99,1,36,1,6,6,8,2,3,13,4,9999,6,1
3854,2015,12,1,2,19,4,3,9,902,2,99,9,999,9,16,12,18,9,3,44,1,9999,6,1
3855,2015,12,1,2,0,1,1,12,1201,2,99,1,44,1,7,7,9,1,3,34,4,9999,6,1
3856,2015,12,1,2,18,4,3,13,1306,2,99,1,25,1,4,4,6,2,4,99,5,9999,6,2
3857,2015,12,1,2,21,4,3,14,1401,2,99,1,17,2,2,2,4,1,4,21,1,2013,5,1
3858,2015,12,1,2,17,3,2,7,701,2,99,1,21,1,3,3,5,1,14,2,1,2006,4,1
3859,2015,12,1,2,21,4,3,4,401,2,99,1,17,2,2,2,4,1,4,14,2,9999,6,1
3860,2015,12,2,3,18,4,3,3,303,2,99,1,51,1,9,9,11,1,2,99,4,9999,6,1
3861,2015,12,2,3,13,3,2,20,2001,2,99,1,33,1,5,5,7,1,5,23,2,1997,3,1
3862,2015,12,2,3,9,2,1,6,613,2,99,2,24,1,3,3,5,1,1,5,11,1988,2,1
3863,2015,12,2,3,22,4,3,1,108,1,11,1,32,1,5,5,7,1,4,24,5,2014,5,1
3864,2015,12,2,3,11,2,1,1,115,1,99,1,38,1,6,6,8,1,1,23,2,9999,6,1
3865,2015,12,2,3,23,4,3,1,101,1,1,1,28,1,4,4,6,2,1,34,3,2009,4,1
3866,2015,12,3,4,21,4,3,1,101,1,1,1,23,1,3,3,5,1,14,20,1,2000,4,1
3867,2015,12,3,4,19,4,3,1,101,1,9,1,21,1,3,3,5,9,4,2,3,9999,6,3
3868,2015,12,3,4,6,2,1,1,103,2,99,1,35,1,6,6,8,9,6,22,2,9999,6,1
3869,2015,12,3,4,7,2,1,1,101,1,13,1,31,1,5,5,7,9,4,99,99,9999,6,1
3870,2015,12,3,4,9,2,1,1,101,1,10,1,17,2,2,2,4,9,4,99,99,9999,6,1
3871,2015,12,3,4,18,4,3,19,1901,2,99,1,33,1,5,5,7,9,3,44,1,1993,3,1
3872,2015,12,3,4,15,3,2,19,1901,2,99,1,20,1,3,3,5,9,99,99,99,9999,6,1
3873,2015,12,3,4,11,2,1,6,602,2,99,1,45,1,8,8,10,9,4,99,99,9999,6,1
3874,2015,12,3,4,15,3,2,10,1002,2,99,1,57,1,10,10,12,9,4,2,5,9999,6,3
3875,2015,12,3,4,2,1,1,2,207,2,99,1,44,1,7,7,9,1,3,44,6,1994,3,1
3876,2015,12,3,4,23,4,3,18,1805,2,99,1,29,1,4,4,6,2,1,32,4,9999,6,3
3877,2015,12,3,4,4,1,1,4,401,2,99,1,23,1,3,3,5,9,4,2,3,9999,6,2
3878,2015,12,4,5,22,4,3,1,101,1,1,9,999,9,16,12,18,9,12,33,1,9999,6,1
3879,2015,12,4,5,4,1,1,1,101,1,13,1,33,1,5,5,7,2,2,13,9,9999,6,2
3880,2015,12,4,5,6,2,1,1,103,2,99,1,30,1,5,5,7,1,1,44,3,1987,2,1
3881,2015,12,4,5,21,4,3,21,2106,2,99,2,54,1,9,9,11,9,3,37,1,1999,3,1
3882,2015,12,4,5,19,4,3,20,2001,2,99,1,42,1,7,7,9,9,99,99,99,2005,4,1
3883,2015,12,4,5,22,4,3,11,1101,2,99,1,27,1,4,4,6,1,4,99,7,2008,4,1
3884,2015,12,4,5,18,4,3,11,1101,2,99,1,55,1,10,10,12,1,5,15,2,1985,2,2
3885,2015,12,4,5,10,2,1,9,917,2,99,1,69,1,12,11,14,9,4,20,5,9999,6,1
3886,2015,12,4,5,19,4,3,9,901,1,3,1,24,1,3,3,5,9,4,99,99,2016,5,1
3887,2015,12,4,5,17,3,2,3,312,2,99,1,47,1,8,8,10,2,5,23,2,2014,5,2
3888,2015,12,4,5,19,4,3,3,302,2,99,1,999,9,16,12,18,9,1,34,2,9999,6,1
3889,2015,12,5,6,1,1,1,1,101,1,3,1,64,1,11,11,13,1,9,44,2,9999,6,1
3890,2015,12,5,6,2,1,1,1,101,1,9,1,47,1,8,8,10,1,2,37,4,2015,5,1
3891,2015,12,5,6,15,3,2,1,101,1,9,1,52,1,9,9,11,1,1,42,4,9999,6,1
3892,2015,12,5,6,21,4,3,1,101,1,17,1,45,1,8,8,10,1,1,30,4,2016,5,1
3893,2015,12,5,6,10,2,1,1,103,2,99,1,24,1,3,3,5,9,6,99,6,9999,6,3
3894,2015,12,5,6,10,2,1,1,101,1,5,1,999,9,16,12,18,1,4,21,5,9999,6,1
3895,2015,12,5,6,16,3,2,1,103,1,2,1,32,1,5,5,7,2,2,34,3,1988,2,2
3896,2015,12,5,6,14,3,2,1,102,1,99,2,999,9,16,12,18,9,1,30,10,2013,5,1
3897,2015,12,5,6,15,3,2,1,101,1,16,1,999,9,16,12,18,9,4,2,5,2011,5,3
3898,2015,12,5,6,3,1,1,1,101,1,7,9,999,9,16,12,18,9,1,99,99,9999,6,3
3899,2015,12,5,6,8,2,1,1,101,1,12,1,25,1,4,4,6,1,4,40,5,9999,6,1
3900,2015,12,5,6,17,3,2,1,101,1,7,1,27,1,4,4,6,2,4,99,1,9999,6,1
