núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1387,2015,5,6,3,21,4,3,22,2205,2,99,1,30,1,5,5,7,1,1,21,5,1999,3,4
1388,2015,5,6,3,21,4,3,3,302,2,99,2,15,2,2,2,4,1,4,24,4,2014,5,1
1389,2015,5,6,3,13,3,2,9,922,2,99,1,24,1,3,3,5,9,4,2,1,2014,5,1
1390,2015,5,6,3,18,4,3,20,2011,2,99,1,999,9,16,12,18,9,3,44,5,1994,3,4
1391,2015,5,6,3,8,2,1,5,504,2,99,1,59,1,10,10,12,9,1,44,4,9999,6,2
1392,2015,5,7,4,23,4,3,1,101,1,18,2,26,1,4,4,6,1,3,44,99,9999,6,2
1393,2015,5,7,4,17,3,2,1,101,1,5,1,25,1,4,4,6,1,4,42,5,9999,6,1
1394,2015,5,7,4,14,3,2,20,2004,2,99,1,40,1,7,7,9,1,3,44,1,1990,3,2
1395,2015,5,7,4,13,3,2,19,1902,2,99,1,48,1,8,8,10,1,5,23,2,9999,6,1
1396,2015,5,7,4,14,3,2,11,1107,2,99,1,20,1,3,3,5,1,4,99,99,9999,6,1
1397,2015,5,7,4,17,3,2,9,901,1,3,1,48,1,8,8,10,1,3,44,6,9999,6,1
1398,2015,5,7,4,20,4,3,9,901,1,8,1,28,1,4,4,6,1,3,44,4,1993,3,1
1399,2015,5,7,4,16,3,2,12,1222,2,99,1,30,1,5,5,7,1,3,37,2,9999,6,1
1400,2015,5,7,4,17,3,2,8,801,2,99,1,37,1,6,6,8,1,2,44,99,1990,3,1
1401,2015,5,7,4,12,3,2,2,204,2,99,1,999,9,16,12,18,9,1,46,99,9999,6,1
1402,2015,5,7,4,18,4,3,17,1711,2,99,1,16,2,2,2,4,1,4,99,99,9999,6,1
1403,2015,5,7,4,21,4,3,3,301,2,99,1,22,1,3,3,5,1,18,99,99,9999,6,1
1404,2015,5,8,5,18,4,3,1,101,2,13,1,19,1,2,2,4,1,4,14,1,9999,6,1
1405,2015,5,8,5,7,2,1,16,1601,1,2,1,51,1,9,9,11,1,99,99,99,9999,6,1
1406,2015,5,8,5,8,2,1,18,1801,2,99,1,31,1,5,5,7,1,4,99,99,9999,6,1
1407,2015,5,8,5,22,4,3,14,1421,2,99,1,999,9,16,12,18,1,4,40,5,2013,5,1
1408,2015,5,8,5,8,2,1,3,302,1,2,1,32,1,5,5,7,1,7,99,6,9999,6,1
1409,2015,5,9,6,2,1,1,1,101,1,1,1,25,1,4,4,6,2,4,24,1,2009,4,3
1410,2015,5,9,6,2,1,1,1,101,1,1,1,37,1,6,6,8,1,1,20,2,2000,4,1
1411,2015,5,9,6,16,3,2,1,101,1,1,1,26,1,4,4,6,1,4,99,5,9999,6,1
1412,2015,5,9,6,22,4,3,1,101,2,1,1,47,1,8,8,10,1,1,44,1,9999,6,1
1413,2015,5,9,6,1,1,1,1,101,2,1,1,22,1,3,3,5,1,4,14,7,2015,5,1
1414,2015,5,9,6,16,3,2,1,114,2,99,1,23,1,3,3,5,1,4,99,5,9999,6,3
1415,2015,5,9,6,16,3,2,1,108,2,3,1,22,1,3,3,5,1,4,99,99,9999,6,1
1416,2015,5,9,6,23,4,3,1,110,2,99,1,26,1,4,4,6,1,4,10,3,9999,6,1
1417,2015,5,9,6,11,2,1,19,1901,2,99,1,28,1,4,4,6,1,5,22,9,9999,6,1
1418,2015,5,9,6,22,4,3,5,501,2,99,1,23,1,3,3,5,1,4,41,1,9999,6,1
1419,2015,5,9,6,21,4,3,10,1010,2,99,9,999,9,16,12,18,9,7,99,6,9999,6,2
1420,2015,5,9,6,7,2,1,16,1601,2,99,1,21,1,3,3,5,1,4,42,5,9999,6,3
1421,2015,5,10,7,22,4,3,1,101,1,1,1,36,1,6,6,8,1,1,34,4,2004,4,1
1422,2015,5,10,7,16,3,2,1,101,1,18,2,24,1,3,3,5,1,4,2,5,9999,6,1
1423,2015,5,10,7,21,4,3,1,101,1,7,1,26,1,4,4,6,1,4,99,3,9999,6,1
1424,2015,5,10,7,7,2,1,1,108,1,4,1,36,1,6,6,8,9,9,99,2,9999,6,2
1425,2015,5,10,7,22,4,3,22,2201,2,99,1,27,1,4,4,6,1,4,40,3,9999,6,1
1426,2015,5,10,7,12,3,2,22,2201,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,1
1427,2015,5,10,7,14,3,2,11,1101,2,99,1,25,1,4,4,6,1,4,42,7,9999,6,1
1428,2015,5,10,7,14,3,2,11,1101,2,99,9,999,9,16,12,18,9,1,44,2,9999,6,1
1429,2015,5,10,7,20,4,3,13,1301,2,99,1,20,1,3,3,5,1,3,44,9,9999,6,3
1430,2015,5,10,7,1,1,1,4,401,2,99,9,999,9,16,12,18,9,6,22,1,9999,6,1
1431,2015,5,11,1,4,1,1,1,101,1,1,1,40,1,7,7,9,1,1,46,5,1994,3,1
1432,2015,5,11,1,16,3,2,22,2201,2,99,1,15,2,2,2,4,1,4,24,1,2011,5,1
1433,2015,5,11,1,7,2,1,17,1703,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,2
1434,2015,5,11,1,9,2,1,14,1401,2,99,1,24,1,3,3,5,1,4,40,3,2006,4,1
1435,2015,5,11,1,16,3,2,5,511,2,99,2,57,1,10,10,12,1,2,44,4,2012,5,1
1436,2015,5,11,1,16,3,2,5,509,2,99,9,999,9,16,12,18,2,12,22,7,2000,4,3
1437,2015,5,11,1,8,2,1,1,101,1,12,1,21,1,3,3,5,1,4,61,5,9999,6,1
1438,2015,5,11,1,15,3,2,1,108,1,6,1,21,1,3,3,5,1,3,23,5,1990,3,2
1439,2015,5,12,2,17,3,2,5,501,1,3,1,20,1,3,3,5,1,4,24,4,2013,5,1
1440,2015,5,12,2,19,4,3,10,1002,2,99,9,999,9,16,12,18,9,3,99,9,9999,6,4
1441,2015,5,12,2,16,3,2,11,1101,1,5,1,32,1,5,5,7,1,14,2,1,9999,6,1
1442,2015,5,12,2,0,1,1,12,1202,2,99,1,999,9,16,12,18,1,1,44,3,2003,4,1
1443,2015,5,12,2,19,4,3,12,1212,2,99,1,15,2,2,2,4,1,14,2,1,9999,6,1
1444,2015,5,12,2,20,4,3,21,2104,2,99,1,26,1,4,4,6,1,3,44,5,9999,6,3
1445,2015,5,12,2,12,3,2,4,411,2,99,1,72,1,13,11,15,1,3,44,2,9999,6,2
1446,2015,5,12,2,17,3,2,1,115,2,99,9,999,9,16,12,18,9,5,33,9,9999,6,3
1447,2015,5,13,3,2,1,1,1,102,1,99,1,66,1,12,11,14,9,2,26,4,9999,6,2
1448,2015,5,13,3,15,3,2,1,117,1,7,1,47,1,8,8,10,1,4,21,5,2012,5,1
1449,2015,5,13,3,15,3,2,1,108,1,3,1,29,1,4,4,6,1,9,20,9,9999,6,1
1450,2015,5,13,3,19,4,3,1,108,1,1,1,999,9,16,12,18,1,3,32,5,9999,6,1
1451,2015,5,13,3,18,4,3,22,2217,2,99,1,22,1,3,3,5,1,14,99,1,9999,6,3
1452,2015,5,13,3,16,3,2,5,501,2,99,1,42,1,7,7,9,1,9,34,2,9999,6,1
1453,2015,5,13,3,7,2,1,6,601,2,99,1,45,1,8,8,10,1,7,22,2,1991,3,3
1454,2015,5,13,3,6,2,1,10,1001,1,3,1,18,1,2,2,4,1,4,42,5,9999,6,1
1455,2015,5,13,3,19,4,3,10,1011,2,99,1,40,1,7,7,9,1,3,99,99,9999,6,1
1456,2015,5,13,3,19,4,3,10,1011,2,99,1,17,2,2,2,4,1,14,2,99,9999,6,1
1457,2015,5,13,3,17,3,2,9,915,2,99,1,999,9,16,12,18,1,7,22,1,9999,6,3
1458,2015,5,13,3,16,3,2,18,1801,1,99,1,27,1,4,4,6,1,4,14,5,2013,5,1
1459,2015,5,13,3,21,4,3,17,1707,2,99,1,32,1,5,5,7,1,4,21,2,9999,6,1
1460,2015,5,13,3,0,1,1,14,1401,1,99,1,25,1,4,4,6,9,4,24,5,2012,5,2
1461,2015,5,14,4,3,1,1,1,101,1,1,1,31,1,5,5,7,1,1,44,4,2007,4,1
1462,2015,5,14,4,8,2,1,1,101,1,18,1,21,1,3,3,5,9,4,24,5,9999,6,1
1463,2015,5,14,4,3,1,1,1,116,2,99,1,28,1,4,4,6,9,4,99,1,9999,6,2
1464,2015,5,14,4,12,3,2,20,2004,2,99,1,25,1,4,4,6,9,3,99,99,9999,6,3
1465,2015,5,14,4,11,2,1,19,1902,2,99,1,45,1,8,8,10,9,4,99,5,9999,6,1
1466,2015,5,14,4,13,3,2,5,501,2,99,2,29,1,4,4,6,9,4,99,99,9999,6,1
1467,2015,5,14,4,2,1,1,2,207,1,99,1,999,9,16,12,18,9,5,99,99,9999,6,1
1468,2015,5,14,4,5,1,1,3,304,2,99,1,60,1,11,11,13,9,4,24,5,2015,5,2
1469,2015,5,15,5,15,3,2,1,101,1,9,1,36,1,6,6,8,9,4,2,5,2005,4,1
1470,2015,5,15,5,19,4,3,1,101,1,1,2,36,1,6,6,8,9,1,44,4,2005,4,1
1471,2015,5,15,5,8,2,1,1,101,1,5,1,48,1,8,8,10,9,4,21,3,9999,6,1
1472,2015,5,15,5,7,2,1,1,114,2,99,1,44,1,7,7,9,9,4,2,5,2013,5,1
1473,2015,5,15,5,7,2,1,1,117,1,7,1,22,1,3,3,5,9,4,40,3,2009,4,1
1474,2015,5,15,5,19,4,3,22,2207,2,99,9,999,9,16,12,18,9,1,99,3,9999,6,1
1475,2015,5,15,5,15,3,2,19,1905,2,99,9,999,9,16,12,18,9,3,99,5,9999,6,1
1476,2015,5,16,6,3,1,1,1,101,1,2,1,27,1,4,4,6,9,1,20,2,2005,4,1
1477,2015,5,16,6,20,4,3,1,101,1,16,1,30,1,5,5,7,9,1,44,8,1992,3,2
1478,2015,5,16,6,1,1,1,1,103,2,99,1,21,1,3,3,5,9,1,30,2,9999,6,1
1479,2015,5,16,6,20,4,3,1,101,1,10,1,23,1,3,3,5,9,1,99,1,9999,6,1
1480,2015,5,16,6,7,2,1,21,2103,2,99,1,51,1,9,9,11,9,3,44,2,2000,4,3
1481,2015,5,16,6,21,4,3,20,2001,2,99,1,31,1,5,5,7,9,1,44,3,9999,6,1
1482,2015,5,16,6,21,4,3,20,2001,2,99,1,32,1,5,5,7,9,3,99,1,9999,6,1
1483,2015,5,16,6,14,3,2,5,509,1,99,1,999,9,16,12,18,9,3,99,99,9999,6,1
1484,2015,5,16,6,10,2,1,10,1001,1,1,1,37,1,6,6,8,9,4,2,1,9999,6,1
1485,2015,5,16,6,10,2,1,16,1604,2,99,1,16,2,2,2,4,9,4,99,99,9999,6,1
1486,2015,5,16,6,21,4,3,2,201,2,99,1,19,1,2,2,4,9,4,99,1,9999,6,1
1487,2015,5,16,6,0,1,1,17,1712,1,99,1,26,1,4,4,6,9,4,2,5,2013,5,1
1488,2015,5,17,7,18,4,3,19,1901,1,99,1,25,1,4,4,6,9,6,99,4,2002,4,1
1489,2015,5,17,7,13,3,2,10,1001,1,99,1,999,9,16,12,18,9,5,23,2,9999,6,1
1490,2015,5,17,7,11,2,1,4,415,1,99,1,999,9,16,12,18,9,7,13,12,1986,2,1
1491,2015,5,17,7,20,4,3,21,2103,1,99,1,25,1,4,4,6,9,4,99,5,9999,6,2
1492,2015,5,17,7,19,4,3,22,2212,1,99,1,21,1,3,3,5,9,4,2,5,9999,6,2
1493,2015,5,17,7,3,1,1,1,101,1,10,1,999,9,16,12,18,9,2,99,99,9999,6,1
1494,2015,5,18,1,19,4,3,20,2009,1,10,1,58,1,10,10,12,9,4,42,5,2015,5,1
1495,2015,5,18,1,15,3,2,1,101,1,7,1,35,1,6,6,8,1,1,20,2,2012,5,1
1496,2015,5,18,1,19,4,3,21,2101,2,99,1,32,1,5,5,7,1,1,44,5,1996,3,1
1497,2015,5,18,1,17,3,2,5,507,2,99,9,999,9,16,12,18,9,12,22,1,9999,6,1
1498,2015,5,18,1,17,3,2,5,501,2,99,1,63,1,11,11,13,1,4,21,1,9999,6,1
1499,2015,5,19,2,14,3,2,1,101,1,3,1,40,1,7,7,9,1,1,17,14,9999,6,1
1500,2015,5,19,2,15,3,2,1,101,1,12,1,28,1,4,4,6,1,7,3,7,1992,3,1
1501,2015,5,19,2,9,2,1,5,501,1,99,2,29,1,4,4,6,1,1,99,99,9999,6,1
1502,2015,5,19,2,11,2,1,18,1801,1,99,1,47,1,8,8,10,1,6,15,3,1999,3,1
1503,2015,5,19,2,11,2,1,6,603,1,99,1,21,1,3,3,5,1,1,21,5,9999,6,2
1504,2015,5,20,3,14,3,2,1,101,1,18,1,19,1,2,2,4,1,4,21,1,2008,4,1
1505,2015,5,20,3,9,2,1,19,1903,2,99,9,999,9,16,12,18,9,3,44,3,1992,3,1
1506,2015,5,20,3,19,4,3,5,510,2,99,1,999,9,16,12,18,1,4,99,99,9999,6,1
1507,2015,5,20,3,13,3,2,10,1019,2,99,1,40,1,7,7,9,1,4,99,5,9999,6,1
1508,2015,5,20,3,14,3,2,10,1014,2,99,1,18,1,2,2,4,1,14,2,1,9999,6,1
1509,2015,5,20,3,7,2,1,2,201,2,99,1,32,1,5,5,7,1,4,42,99,2007,4,3
1510,2015,5,21,4,12,3,2,1,101,1,6,1,49,1,8,8,10,1,4,42,5,9999,6,4
1511,2015,5,21,4,13,3,2,1,103,2,99,1,26,1,4,4,6,1,4,20,5,2012,5,1
1512,2015,5,21,4,9,2,1,21,2101,2,99,1,23,1,3,3,5,1,4,99,99,9999,6,1
1513,2015,5,21,4,11,2,1,19,1902,2,99,1,29,1,4,4,6,1,4,42,1,9999,6,1
1514,2015,5,21,4,21,4,3,5,504,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,1
1515,2015,5,21,4,14,3,2,11,1102,2,99,1,20,1,3,3,5,1,4,99,5,2013,5,1
1516,2015,5,21,4,19,4,3,9,901,1,1,1,58,1,10,10,12,1,4,42,5,9999,6,1
1517,2015,5,21,4,11,2,1,16,1601,2,99,1,40,1,7,7,9,1,9,37,4,9999,6,3
1518,2015,5,21,4,17,3,2,2,203,2,99,1,40,1,7,7,9,2,3,37,2,2011,5,1
1519,2015,5,21,4,15,3,2,4,401,2,99,1,21,1,3,3,5,1,4,99,1,9999,6,1
1520,2015,5,22,5,2,1,1,1,101,1,2,1,999,9,16,12,18,9,3,13,4,2013,5,1
1521,2015,5,22,5,0,1,1,1,101,1,11,1,34,1,5,5,7,1,1,32,11,2001,4,1
1522,2015,5,22,5,22,4,3,22,2201,2,99,1,21,1,3,3,5,1,4,99,4,2008,4,1
1523,2015,5,22,5,9,2,1,6,601,2,99,1,30,1,5,5,7,1,4,21,5,2015,5,1
1524,2015,5,22,5,17,3,2,9,901,1,2,2,46,1,8,8,10,1,1,37,1,9999,6,1
1525,2015,5,22,5,4,1,1,16,1604,2,99,1,39,1,6,6,8,1,3,44,2,2007,4,2
1526,2015,5,22,5,21,4,3,3,308,2,99,1,35,1,6,6,8,1,3,44,1,9999,6,2
1527,2015,5,23,6,7,2,1,1,101,1,1,1,58,1,10,10,12,1,12,3,1,9999,6,1
1528,2015,5,23,6,6,2,1,1,101,1,1,1,27,1,4,4,6,9,9,44,3,2005,4,1
1529,2015,5,23,6,15,3,2,1,101,1,9,1,54,1,9,9,11,9,1,32,3,9999,6,1
1530,2015,5,23,6,16,3,2,1,102,2,99,1,28,1,4,4,6,9,12,22,2,1993,3,1
1531,2015,5,23,6,2,1,1,1,101,1,7,1,34,1,5,5,7,2,1,99,99,9999,6,2
1532,2015,5,23,6,19,4,3,20,2001,2,99,1,52,1,9,9,11,2,2,44,6,1996,3,1
1533,2015,5,23,6,16,3,2,20,2001,2,99,1,999,9,16,12,18,9,6,99,11,9999,6,1
1534,2015,5,23,6,9,2,1,19,1901,2,99,1,43,1,7,7,9,9,4,42,3,2013,5,1
1535,2015,5,23,6,2,1,1,5,509,2,99,1,29,1,4,4,6,9,4,42,3,2014,5,1
1536,2015,5,23,6,15,3,2,6,602,2,99,1,21,1,3,3,5,1,14,2,1,2010,5,1
1537,2015,5,23,6,19,4,3,9,901,1,3,1,61,1,11,11,13,2,2,21,1,9999,6,1
1538,2015,5,23,6,8,2,1,9,920,2,99,1,45,1,8,8,10,1,3,44,3,9999,6,2
1539,2015,5,23,6,12,3,2,16,1610,2,99,1,999,9,16,12,18,9,5,34,2,9999,6,4
1540,2015,5,23,6,9,2,1,15,1503,2,99,1,39,1,6,6,8,1,3,34,16,2012,5,1
1541,2015,5,23,6,11,2,1,18,1805,2,99,1,46,1,8,8,10,9,3,44,9,1989,2,1
1542,2015,5,23,6,10,2,1,17,1710,2,99,1,28,1,4,4,6,9,5,99,2,9999,6,2
1543,2015,5,23,6,22,4,3,4,401,2,99,1,49,1,8,8,10,9,1,99,6,9999,6,1
1544,2015,5,24,7,22,4,3,1,101,1,4,1,53,1,9,9,11,9,4,2,1,9999,6,1
1545,2015,5,24,7,20,4,3,1,101,1,3,1,46,1,8,8,10,1,1,44,11,2003,4,1
1546,2015,5,24,7,16,3,2,1,101,1,1,1,30,1,5,5,7,1,1,21,1,1998,3,1
1547,2015,5,24,7,1,1,1,1,115,1,99,1,28,1,4,4,6,9,1,44,4,9999,6,2
1548,2015,5,24,7,10,2,1,1,115,2,99,1,45,1,8,8,10,1,1,44,9,1995,3,1
1549,2015,5,24,7,3,1,1,1,110,2,99,1,31,1,5,5,7,2,1,17,3,1991,3,1
1550,2015,5,24,7,19,4,3,1,110,2,99,1,32,1,5,5,7,1,4,99,3,2003,4,1
1551,2015,5,24,7,19,4,3,1,108,1,11,1,29,1,4,4,6,1,2,44,4,1998,3,1
1552,2015,5,24,7,16,3,2,20,2001,2,99,9,999,9,16,12,18,1,6,15,11,1998,3,1
1553,2015,5,24,7,8,2,1,5,509,2,99,1,42,1,7,7,9,1,6,29,2,9999,6,1
1554,2015,5,24,7,1,1,1,5,510,2,99,1,26,1,4,4,6,1,3,99,99,9999,6,2
1555,2015,5,24,7,18,4,3,6,606,2,99,2,18,1,2,2,4,1,4,19,1,9999,6,1
1556,2015,5,24,7,9,2,1,9,920,1,1,2,28,1,4,4,6,1,4,21,3,9999,6,1
1557,2015,5,24,7,10,2,1,9,901,1,1,9,999,9,16,12,18,1,4,24,1,9999,6,3
1558,2015,5,24,7,15,3,2,8,801,2,99,1,64,1,11,11,13,1,2,44,10,9999,6,4
1559,2015,5,24,7,19,4,3,16,1605,2,99,1,34,1,5,5,7,1,4,40,2,2014,5,1
1560,2015,5,24,7,21,4,3,15,1501,2,99,1,17,2,2,2,4,2,4,36,1,2013,5,2
1561,2015,5,24,7,23,4,3,15,1502,2,99,1,999,9,16,12,18,9,3,44,4,9999,6,2
1562,2015,5,24,7,17,3,2,15,1507,2,99,1,38,1,6,6,8,9,3,99,1,1992,3,3
1563,2015,5,24,7,2,1,1,18,1801,2,99,1,27,1,4,4,6,2,3,34,5,2012,5,2
1564,2015,5,24,7,21,4,3,18,1802,2,99,2,16,2,2,2,4,1,4,42,5,9999,6,1
1565,2015,5,24,7,16,3,2,17,1703,2,99,1,18,1,2,2,4,1,99,99,99,9999,6,1
1566,2015,5,24,7,18,4,3,17,1701,2,99,1,58,1,10,10,12,1,2,20,99,9999,6,2
1567,2015,5,24,7,12,3,2,4,406,2,99,9,999,9,16,12,18,1,12,99,99,9999,6,3
1568,2015,5,24,7,7,2,1,3,312,2,99,1,54,1,9,9,11,1,3,37,1,2000,4,1
1569,2015,5,25,1,12,3,2,1,101,1,7,1,34,1,5,5,7,1,4,2,1,2011,5,1
1570,2015,5,25,1,17,3,2,21,2106,2,99,9,999,9,16,12,18,2,9,99,99,9999,6,1
1571,2015,5,25,1,0,1,1,10,1016,2,99,1,17,2,2,2,4,9,4,99,5,9999,6,1
1572,2015,5,25,1,0,1,1,18,1801,2,99,1,30,1,5,5,7,9,4,14,5,9999,6,1
1573,2015,5,25,1,9,2,1,17,1703,2,99,9,999,9,16,12,18,9,14,99,99,9999,6,1
1574,2015,5,25,1,19,4,3,4,414,2,99,1,46,1,8,8,10,9,12,99,99,9999,6,1
1575,2015,5,25,1,20,4,3,3,303,2,99,1,30,1,5,5,7,9,3,99,99,9999,6,1
1576,2015,5,25,1,21,4,3,1,116,2,99,1,30,1,5,5,7,9,4,42,99,9999,6,1
1577,2015,5,25,1,10,2,1,2,208,2,99,1,62,1,11,11,13,9,4,42,99,9999,6,3
1578,2015,5,25,1,18,4,3,5,501,1,1,1,25,1,4,4,6,9,4,24,99,9999,6,1
1579,2015,5,25,1,19,4,3,1,108,1,1,1,19,1,2,2,4,9,18,99,99,9999,6,3
1580,2015,5,26,2,12,3,2,9,901,1,3,1,37,1,6,6,8,9,3,44,2,9999,6,2
1581,2015,5,26,2,1,1,1,20,2003,2,99,1,28,1,4,4,6,9,4,99,99,9999,6,2
1582,2015,5,26,2,7,2,1,16,1601,1,1,1,32,1,5,5,7,9,4,14,1,9999,6,1
1583,2015,5,26,2,19,4,3,16,1601,2,99,1,35,1,6,6,8,9,3,44,1,9999,6,3
1584,2015,5,26,2,9,2,1,15,1503,2,99,2,28,1,4,4,6,9,4,42,5,2014,5,1
1585,2015,5,26,2,9,2,1,5,507,2,99,1,60,1,11,11,13,9,5,23,2,1992,3,1
1586,2015,5,26,2,12,3,2,17,1703,2,99,1,22,1,3,3,5,9,4,2,5,2013,5,1
1587,2015,5,26,2,17,3,2,17,1714,2,99,1,23,1,3,3,5,9,4,2,9,9999,6,1
1588,2015,5,26,2,20,4,3,13,1319,2,99,1,53,1,9,9,11,9,3,99,4,9999,6,3
1589,2015,5,26,2,10,2,1,13,1302,2,99,9,999,9,16,12,18,9,3,44,3,9999,6,3
1590,2015,5,26,2,19,4,3,5,509,2,99,1,25,1,4,4,6,9,4,99,99,9999,6,1
1591,2015,5,27,3,7,2,1,1,101,1,1,1,26,1,4,4,6,9,1,99,2,1987,2,1
1592,2015,5,27,3,20,4,3,1,101,1,13,1,18,1,2,2,4,9,4,49,1,2011,5,1
1593,2015,5,27,3,14,3,2,21,2101,1,99,2,33,1,5,5,7,9,4,42,1,9999,6,4
1594,2015,5,27,3,12,3,2,19,1905,2,99,1,62,1,11,11,13,9,4,42,4,9999,6,1
1595,2015,5,27,3,16,3,2,16,1613,2,99,1,53,1,9,9,11,9,3,44,11,2004,4,1
1596,2015,5,27,3,19,4,3,2,206,2,99,1,20,1,3,3,5,1,9,44,3,2007,4,1
1597,2015,5,27,3,21,4,3,10,1008,2,99,1,30,1,5,5,7,1,4,2,1,9999,6,1
1598,2015,5,27,3,15,3,2,9,922,2,99,1,20,1,3,3,5,9,14,2,1,9999,6,1
1599,2015,5,27,3,10,2,1,12,1201,2,99,1,28,1,4,4,6,9,3,44,3,9999,6,1
1600,2015,5,27,3,9,2,1,12,1222,2,99,1,46,1,8,8,10,9,12,99,2,1981,2,1
1601,2015,5,27,3,23,4,3,5,501,2,99,1,32,1,5,5,7,9,4,2,3,9999,6,4
1602,2015,5,27,3,23,4,3,6,608,2,99,1,26,1,4,4,6,9,3,44,99,9999,6,1
1603,2015,5,28,4,2,1,1,1,101,1,1,1,20,1,3,3,5,9,4,2,1,2014,5,1
1604,2015,5,28,4,4,1,1,1,101,1,9,1,32,1,5,5,7,9,4,42,5,9999,6,1
1605,2015,5,28,4,17,3,2,4,401,2,99,1,20,1,3,3,5,1,4,24,5,2013,5,1
1606,2015,5,28,4,8,2,1,20,2009,2,99,1,48,1,8,8,10,1,3,44,9,9999,6,4
1607,2015,5,28,4,12,3,2,5,513,2,99,9,999,9,16,12,18,9,1,99,4,9999,6,1
1608,2015,5,28,4,22,4,3,5,501,2,99,1,36,1,6,6,8,1,1,99,4,9999,6,1
1609,2015,5,28,4,16,3,2,1,116,1,1,1,999,9,16,12,18,1,4,2,99,9999,6,1
1610,2015,5,29,5,17,3,2,14,1413,2,99,1,999,9,16,12,18,1,3,99,2,9999,6,4
1611,2015,5,29,5,18,4,3,10,1001,2,99,1,28,1,4,4,6,1,4,42,5,2013,5,1
1612,2015,5,29,5,19,4,3,4,409,2,99,1,33,1,5,5,7,1,1,32,6,2001,4,3
1613,2015,5,29,5,19,4,3,1,101,1,1,1,26,1,4,4,6,1,4,21,5,9999,6,1
1614,2015,5,29,5,19,4,3,1,101,1,9,1,24,1,3,3,5,1,4,2,3,9999,6,1
1615,2015,5,29,5,19,4,3,22,2206,2,99,1,27,1,4,4,6,2,4,2,1,2011,5,2
1616,2015,5,30,6,20,4,3,19,1904,2,99,1,33,1,5,5,7,1,4,59,1,2013,5,1
1617,2015,5,30,6,19,4,3,12,1222,2,99,1,39,1,6,6,8,1,4,40,4,2008,4,1
1618,2015,5,30,6,18,4,3,16,1601,2,99,1,58,1,10,10,12,1,2,44,11,9999,6,3
1619,2015,5,30,6,10,2,1,16,1601,2,99,1,36,1,6,6,8,1,4,99,99,9999,6,1
1620,2015,5,30,6,20,4,3,16,1615,2,99,1,32,1,5,5,7,1,14,99,1,9999,6,1
1621,2015,5,30,6,19,4,3,1,101,1,1,1,26,1,4,4,6,1,1,44,99,9999,6,1
1622,2015,5,30,6,19,4,3,1,102,2,99,1,45,1,8,8,10,1,1,44,3,1991,3,1
1623,2015,5,30,6,2,1,1,1,101,1,9,1,34,1,5,5,7,1,1,21,5,2002,4,1
1624,2015,5,30,6,0,1,1,1,103,2,99,1,21,1,3,3,5,1,4,21,5,2012,5,1
1625,2015,5,30,6,2,1,1,1,101,1,10,1,28,1,4,4,6,1,1,44,5,2008,4,2
1626,2015,5,30,6,13,3,2,5,501,2,99,9,999,9,16,12,18,9,6,99,2,9999,6,1
1627,2015,5,30,6,20,4,3,5,501,2,99,1,35,1,6,6,8,9,4,2,99,9999,6,1
1628,2015,5,31,7,23,4,3,1,101,1,1,1,24,1,3,3,5,2,4,99,5,2009,4,1
1629,2015,5,31,7,19,4,3,5,501,2,99,1,27,1,4,4,6,9,4,21,5,9999,6,1
1630,2015,5,31,7,20,4,3,5,501,2,99,1,26,1,4,4,6,9,4,99,99,9999,6,1
1631,2015,5,31,7,16,3,2,5,509,2,99,1,31,1,5,5,7,9,4,99,5,9999,6,1
1632,2015,5,31,7,1,1,1,12,1201,1,1,1,30,1,5,5,7,1,1,99,3,9999,6,1
1633,2015,5,31,7,19,4,3,9,901,1,3,2,999,9,16,12,18,1,2,32,3,2002,4,1
1634,2015,5,31,7,23,4,3,9,901,1,2,2,43,1,7,7,9,2,2,26,1,2000,4,1
1635,2015,5,31,7,1,1,1,9,920,2,99,1,25,1,4,4,6,2,4,31,1,9999,6,2
1636,2015,5,31,7,13,3,2,9,922,2,99,1,17,2,2,2,4,9,2,23,3,1983,2,2
1637,2015,5,31,7,19,4,3,2,203,2,99,2,53,1,9,9,11,1,2,44,6,1993,3,1
1638,2015,5,31,7,16,3,2,1,110,2,99,1,24,1,3,3,5,9,4,99,99,9999,6,3
1639,2015,5,31,7,17,3,2,7,701,2,99,9,999,9,16,12,18,9,3,44,2,9999,6,3
1640,2015,5,31,7,19,4,3,19,1903,2,99,1,24,1,3,3,5,9,4,99,99,9999,6,1
1641,2015,5,31,7,2,1,1,16,1613,2,99,1,17,2,2,2,4,9,4,99,99,9999,6,1
1642,2015,5,31,7,22,4,3,22,2204,2,99,1,62,1,11,11,13,2,3,32,4,9999,6,1
1643,2015,6,1,1,0,1,1,1,106,1,99,1,27,1,4,4,6,1,1,20,2,2014,5,1
1644,2015,6,1,1,23,4,3,1,101,1,7,1,29,1,4,4,6,1,1,32,5,2002,4,1
